Book Id	Title	Sort Character	Primary Author	Primary Author Role	Secondary Author	Secondary Author Roles	Publication	Date	Review	Rating	Comment	Private Comment	Summary	Media	Physical Description	Weight	Height	Thickness	Length	Dimensions	Page Count	LCCN	Acquired	Date Started	Date Read	Barcode	BCID	Tags	Collections	Languages	Original Languages	LC Classification	ISBN	ISBNs	Subjects	Dewey Decimal	Dewey Wording	Other Call Number	Copies	Source	Entry Date	From Where	OCLC	Work id	Lending Patron	Lending Status	Lending Start	Lending End
203704133	Definitive XSL-FO	1	Holman, G. Ken	Author			Prentice Hall (2003), Edition: 1, 480 pages	2003		5			Definitive XSL-FO by G. Ken Holman (2003)	Paperback														SW	Your library	English	English	QA76.H94 H62	[0131403745]	0131403745, 9780131403741		005.72	Computer programming, programs, data, security > Computing and Information > Data > Information > Preparation and Representation		1	amazon.com books	[2021-07-30]			1284791				
203704135	Learning GNU Emacs	1	Cameron, Debra	Author			O'Reilly Media (1991), Edition: 1, 442 pages	1991		4			Learning GNU Emacs by Debra Cameron (1991)	Paperback	9 inches	1.35 pounds	9 inches	0.93 inches	6 inches	9 x 6 x 0.93 inches	442 							SW	Your library	English	English	QA76.T49 C35	[0937175846]	0937175846, 9780937175842	GNU Emacs|Text editors (Computer programs)	005.13	Computer programming, programs, data, security > Computing and Information > Information > Languages > Programming		1	amazon.com books	[2021-07-30]			135578				
203704137	Programming Perl (Nutshell Handbooks)	1	Schwartz, Randal L.	Author			O'Reilly Media (1991), Edition: 1, 482 pages	1991		5			Programming Perl (Nutshell Handbooks) by Randal L. Schwartz (1991)	Paperback	9 inches	2.15 pounds	9 inches	1.17 inches	6 inches	9 x 6 x 1.17 inches	482 							SW	Your library	English	English	QA76.P22 W35	[0937175641]	0937175641, 9780937175644	PROGRAMMING LANGUAGES|Perl (Computer program language)|Programming Languages|Programming languages|programming languages	005.133	Computer programming, programs, data, security > Computing and Information > General Programming Languages > Information > Languages > Programming		1	amazon.com books	[2021-07-30]			1543247				
203704139	Practical RDF	1	Powers, Shelley	Author			O'Reilly Media (2003), Edition: 1st, 331 pages	2003					Practical RDF by Shelley Powers (2003)	Paperback														SW	Your library	English	English	QA76.H94 P49485	[0596002637]	0596002637, 9780596002633	Cataloging of computer network resources|Metadata|RDF (Document markup language)|Semantic Web|metadata	005	Computer programming, programs, data, security > Computing and Information > Information		1	amazon.com books	[2021-07-30]			188033				
203704140	Perl & LWP	1	Burke, Sean M.	Author			O'Reilly Media (2002), Edition: 1, 262 pages	2002		4			Perl & LWP by Sean M. Burke (2002)	Paperback		0.92 pounds	9.2 inches	0.68 inches	7.08 inches	9.2 x 7.08 x 0.68 inches	264 							SW	Your library	English	English	QA76.P22 B87	[0596001789]	0596001789, 9780596001780	Application software|Perl (Computer program language)|World Wide Web|World Wide web|World wide web	005.133	Computer programming, programs, data, security > Computing and Information > General Programming Languages > Information > Languages > Programming		1	amazon.com books	[2021-07-30]			84132				
203704142	Programming C#, Third Edition	1	Liberty, Jesse	Author			O'Reilly Media (2003), Edition: Third, 710 pages	2003					Programming C#, Third Edition by Jesse Liberty (2003)	Paperback	9.19 inches	2.20462262 pounds	9.19 inches	1.31 inches	7 inches	9.19 x 7 x 1.31 inches	710 							SW	Your library	English, French	English	QA76.C154 L53	[0596004893]	0596004893, 9780596004897	C# (Computer program language)|COMPUTER PROGRAMMING|Computer programming|Microsoft .NET Framework	005.133	Computer programming, programs, data, security > Computing and Information > General Programming Languages > Information > Languages > Programming		1	amazon.com books	[2021-07-30]			10612				
203704144	Managing UUCP and Usenet (A Nutshell Book)	1	O'Reilly, Tim	Author			O'Reilly Media (1990), Edition: Tenth, 368 pages	1990					Managing UUCP and Usenet (A Nutshell Book) by Tim O'Reilly (1990)	Paperback		2.3 pounds	8.9 inches	1.1 inches	6 inches	8.9 x 6 x 1.1 inches	368 							SW	Your library	English	English	QA76.O63 O73	[0937175935]	0937175935, 9780937175934	COMPUTER NETWORKS|Computer networks|UNIX (Computer file)|UUCP|Usenet (Computer network)|computer networks	005.713	Communication > Computer programming, programs, data, security > Computing and Information > Data > Information		1	amazon.com books	[2021-07-30]			357838				
203704153	VRML Clearly Explained, Second Edition: Bringing Virtual Reality to the Internet	1	Vacca, John R.	Author			Academic Press (1997), Edition: 2nd, 822 pages	1997		5			VRML Clearly Explained, Second Edition: Bringing Virtual Reality to the Internet by John R. Vacca (1997)	Paperback		3.15 pounds	9.5 inches	1.75 inches	7.5 inches	9.5 x 7.5 x 1.75 inches	822 								Your library			T385 .V3223	[0127100083]	0127100083, 9780127100081		006	Computing and Information > Information > Special Topics		1	amazon.com books	[2021-07-30]			10944715				
203704155	Montale : la ricerca dell'altro	1	Marchese, Angelo				Padova : Messaggero, c2000.	2000					Montale : la ricerca dell'altro by Angelo Marchese (2000)	Paper Book	367 p.; 21 cm		21 cm			21 cm	367 	00430647							Your library	Italian		PQ4829.O565Z7795 2000	[8825008074]	8825008074, 9788825008074	Montale, Eugenio, Philosophy. 1896-1981|Montale, Eugenio, Religion. 1896-1981	851/.912	1900- > 1900-1945 > 1900-1999 > Italian > Italian poetry > Literature		1	Harvard OpenMetadata	[2021-07-30]			26862747				
203704156	Practical Programming in Tcl & Tk	1	Welch, Brent B.	Author			Prentice Hall (1997), Edition: 2nd, 630 pages	1997		4			Practical Programming in Tcl & Tk by Brent B. Welch (1997)	Hardcover														SW	Your library	English	German	QA76.T44 W45	[0136168302]	0136168302, 9780136168300	Tcl (Computer program language)|Tk toolkit	005.133	Computer programming, programs, data, security > Computing and Information > General Programming Languages > Information > Languages > Programming		1	amazon.com books	[2021-07-30]			135602				
203704159	SGML CD: With CDROM (Charles F. Goldfarb)	1	DuCharme, Bob	Author			Prentice Hall (1997), 350 pages	1997					SGML CD: With CDROM (Charles F. Goldfarb) by Bob DuCharme (1997)	Paperback															Your library	English	English		[0134757408]	0134757408, 9780134757407					1	amazon.com books	[2021-07-30]			5925814				
203704164	A Fishkeeper's Guide to Aquarium Plants: A Superbly Illustrated Guide to Growing Healthy Aquarium Plants, Featuring over 60 Species (Fishkeeper's Guide Series)	3	James, Barry	Author			Salamander Books Ltd (1986), 120 pages	1986		5			A Fishkeeper's Guide to Aquarium Plants: A Superbly Illustrated Guide to Growing Healthy Aquarium Plants, Featuring over 60 Species (Fishkeeper's Guide Series) by Barry James (1986)	Hardcover															Your library	English	English	SF457.7	[0861012070]	0861012070, 9780861012077	Aquarium plants	639.34	Agriculture & related technologies > Culture of cold blooded vertebrates > Fish culture in aquariums > Hunting, fishing, conservation > Technology and Application of Knowledge		1	amazon.com books	[2021-07-30]			1135300				
203704175	Water Gardens (Nature Guides)	1	Stadelmann, Peter	Author			Barrons Educational Series Inc (1992), 143 pages	1992		4			Water Gardens (Nature Guides) by Peter Stadelmann (1992)	Paperback															Your library	English	English	SB423 .S6713	[0812049284]	0812049284, 9780812049282	Water gardens > Handbooks, manuals, etc	714	Area planning and landscape architecture > The arts > Water features in landscape architecture		1	amazon.com books	[2021-07-30]			819804				
203704177	Community Fishes	1	Mills, Dick	Author			Tetra Press (1991)	1991		5			Community Fishes by Dick Mills (1991)	Hardcover															Your library	English	English	SF457 .M562	[3923880529]	3923880529, 9783923880522		639.34	Agriculture & related technologies > Culture of cold blooded vertebrates > Fish culture in aquariums > Hunting, fishing, conservation > Technology and Application of Knowledge		1	amazon.com books	[2021-07-30]			3297273				
203704178	How to Set Up a Tropical Aquarium	1	Axelrod, Herbert R.	Author			Tfh Pubns Inc (1986), 7 pages	1986		5			How to Set Up a Tropical Aquarium by Herbert R. Axelrod (1986)	Paperback															Your library	English	English	SF457 .A92	[0866221115]	0866221115, 9780866221115		639.3	Agriculture & related technologies > Culture of cold blooded vertebrates > Hunting, fishing, conservation > Technology and Application of Knowledge		1	amazon.com books	[2021-07-30]			9174114				
203704213	I Could Do Anything If I Only Knew What It Was: How to Discover What You Really Want and How to Get It	3	Sher, Barbara	Author			Dell (1995), Edition: 1, 322 pages	1995		5			I Could Do Anything If I Only Knew What It Was: How to Discover What You Really Want and How to Get It by Barbara Sher (1995)	Paperback	9.3 inches	0.72532084198 pounds	9.3 inches	0.7 inches	6.1 inches	9.3 x 6.1 x 0.7 inches	322 								Your library	English	English	BF637.S4 S518	[0440505003]	0440505003, 9780440505006	Career changes > Psychological aspects|Goal (Psychology)|Self-actualization (Psychology)|Self-actualization (psychology)	158.1	Applied Psychology > Personal improvement and analysis > Philosophy and Psychology > Psychology		1	amazon.com books	[2021-07-30]			54505				
203704215	What Should I Do with My Life?: The True Story of People Who Answered the Ultimate Question	1	Bronson, Po	Author			Random House Trade Paperbacks (2003), Edition: 1, 432 pages	2003		3			What Should I Do with My Life?: The True Story of People Who Answered the Ultimate Question by Po Bronson (2003)	Paperback	9.14 inches	1.2 pounds	9.14 inches	0.85 inches	6.12 inches	9.14 x 6.12 x 0.85 inches	432 								Your library	English	English	BF637.S4 B79	[0375758984]	0375758984, 9780375758980	Self-actualization (Psychology)|Self-actualization (psychology)	170.44	Essays; Special Topics > Ethics > Ethics -- Subdivisions > Normativity > Philosophy and Psychology		1	amazon.com books	[2021-07-30]			3239				
203704216	It's Only Too Late If You Don't Start Now : How to Create Your Second Life After Forty	1	Sher, Barbara	Author			Delacorte Press (1998), Edition: First Edition, 352 pages	1998		4			It's Only Too Late If You Don't Start Now : How to Create Your Second Life After Forty by Barbara Sher (1998)	Hardcover	10 inches	1.4 pounds	10 inches	1.5 inches	7 inches	10 x 7 x 1.5 inches	352 								Your library	English	English	HQ1059 .S47	[0385315058]	0385315058, 9780385315050	Middle Age|Middle age|Middle aged persons > Psychology|Middle-aged persons > Psychology|Self-actualization (Psychology)|Self-actualization (psychology)	305.244	Age groups > Early adulthood > Groups of people > Social Sciences > Social sciences		1	amazon.com books	[2021-07-30]			141754				
203704219	The Ultimate Guide to Anal Sex for Men	5	Brent, Bill	Author			Cleis Press (2002), Edition: 1, 250 pages	2002		3			The Ultimate Guide to Anal Sex for Men by Bill Brent (2002)	Paperback		0.85 pounds	8.9 inches	0.9 inches	5.9 inches	8.9 x 5.9 x 0.9 inches	250 								Your library	English	English	HQ36 .B67	[157344121X]	157344121X, 9781573441216	Anal sex > Handbooks, manuals, etc|Sex instruction for men > Handbooks, manuals, etc	613.96081	Birth control, reproductive technology, sex hygiene, sexual techniques > Medicine and health > Personal health and safety > Sexual techniques > Technology and Application of Knowledge		1	amazon.com books	[2021-07-30]			500547				
203704221	The Multi-Orgasmic Man: Sexual Secrets Every Man Should Know	5	Chia, Mantak	Author			HarperCollins (2010), Edition: 1st, 236 pages	1996		3			The Multi-Orgasmic Man: Sexual Secrets Every Man Should Know by Mantak Chia (1996)	Paperback		0.4 pounds	7.9 inches	0.7 inches	5.2 inches	7.9 x 5.2 x 0.7 inches	256 								Your library	English	English	HQ36 .C424	[9780062513366]	9780062513366, 0062513362	Men > Sexual behavior|Orgasm|Sex > Religious aspects > Taoism|Sex > Taoism|Sex instruction for men	613.96081	Birth control, reproductive technology, sex hygiene, sexual techniques > Medicine and health > Personal health and safety > Sexual techniques > Technology and Application of Knowledge		1	amazon.com books	[2021-07-30]			129087				
203704223	Taoist Yoga and Sexual Energy: Transforming Your Body, Mind, and Spirit	1	Yudelove, Eric	Author			Llewellyn Publications (2000), Edition: First Edition/3rd Printing, 312 pages	2000					Taoist Yoga and Sexual Energy: Transforming Your Body, Mind, and Spirit by Eric Yudelove (2000)	Paperback	10 inches	1.34922904344 pounds	9.99998 inches	0.5877941 inches	7.00786 inches	9.99998 x 7.00786 x 0.5877941 inches	312 								Your library	English	English	RA781 .Y78	[1567188346]	1567188346, 9781567188349	Breathing exercises|Hygiene, Taoist|Mind and body|Sex > Religious aspects > Taoism	299.93	By Region/Civilization > Other > Other Religions > Religions > Syncretic religions and religions of modern origin		1	amazon.com books	[2021-07-30]			1445300				
203704229	Kamasutra (Oxford World's Classics)	1	Vatsyayana, Mallanaga	Author			Oxford University Press (2009), Edition: Reissue, 304 pages	2009					Kamasutra (Oxford World's Classics) by Mallanaga Vatsyayana (2009)	Paperback	8.5 inches	0.6062712205 pounds	8.5 inches	5.5 inches	0.32 inches	8.5 x 0.32 x 5.5 inches	304 								Your library	English	English	HQ470.S3 V3	[0199539162]	0199539162, 9780199539161	Erotic art > India|Erotic literature|Erotic literature, Indic|Interpersonal Relations|Interpersonal relations|Love|Sex|Sex customs > India|Sex customs > India > Early works to 1800|Sex instruction|Sex instruction > India|Sex instruction > India > Early works to 1800|Sexual Behavior|Sexual intercourse|Sexuality|Våatsyåayana. Kåamasåutra|love|sex	306.7	Culture and Institutions > Relations between the sexes, sexualities, love > Social Sciences > Social sciences		1	amazon.com books	[2021-07-30]			58987				
203704230	Sexual Secrets: The Alchemy of Ecstasy	1	Douglas, Nik	Author			Inner Traditions (1989), Edition: Tenth Anniversary Edition Used	1989					Sexual Secrets: The Alchemy of Ecstasy by Nik Douglas (1989)	Paperback	11 inches	2.08777762114 pounds	11 inches	1 inch	8.3 inches	11 x 8.3 x 1 inches									Your library	English	English	HQ18.A8 D68	[0892812664]	0892812664, 9780892812660	Erotica|Sex|Sex > Religious aspects|Sex customs > Asia|erotica|sex	613.96	Birth control, reproductive technology, sex hygiene, sexual techniques > Medicine and health > Personal health and safety > Sexual techniques > Technology and Application of Knowledge		1	amazon.com books	[2021-07-30]			482028				
203704232	Ecstasy Through Tantra (Llewellyns Tantra and Sexual Arts Series)	1	Mumford, Jonn	Author			Llewellyn Publications (2002), Edition: Illustrated, 208 pages	2002		3			Ecstasy Through Tantra (Llewellyns Tantra and Sexual Arts Series) by Jonn Mumford (2002)	Paperback	9 inches	0.75839018128 pounds	9 inches	0.44 inches	6 inches	9 x 6 x 0.44 inches	208 								Your library	English	English	BF1623.S4 M84	[0875424945]	0875424945, 9780875424941	Magic|Sex > Miscellanea|Tantrism|magic	133	Parapsychology And Occultism > Philosophy and Psychology > Specific Topics		1	amazon.com books	[2021-07-30]			65556				
203704233	Ecstasy: Understanding the Psychology of Joy	1	Johnson, Robert A.	Author			Harper (1989), Edition: Illustrated, 100 pages	1987		5			Ecstasy: Understanding the Psychology of Joy by Robert A. Johnson (1987)	Paperback	8 inches	0.2094391489 pounds	8 inches	0.25 inches	5.31 inches	8 x 5.31 x 0.25 inches	100 								Your library	English	English	BF575.H27 J64	[0062504320]	0062504320, 9780062504326	Ecstasy|Joy	152.4	Emotions > Emotions And Senses > Philosophy and Psychology > Psychology		1	amazon.com books	[2021-07-30]			102235				
203704234	The Art of Sexual Ecstasy: The Path of Sacred Sexuality for Western Lovers	5	Anand, Margot	Author			Jeremy P. Tarcher (1990), 450 pages	1989		4			The Art of Sexual Ecstasy: The Path of Sacred Sexuality for Western Lovers by Margot Anand (1989)	Paperback	9 inches	1.76149347338 pounds	9 inches	1.2 inches	7.5 inches	9 x 7.5 x 1.2 inches	450 								Your library	English	English	HQ64 .A68	[0874775817]	0874775817, 9780874775815	Sex > Religious aspects > Tantrism|Sex > Tantrism|Sex instruction	613.96	Birth control, reproductive technology, sex hygiene, sexual techniques > Medicine and health > Personal health and safety > Sexual techniques > Technology and Application of Knowledge		1	amazon.com books	[2021-07-30]			358581				
203704238	Essays on Gay Tantra	1	Schindler, William	Author			Xlibris (2001), 436 pages	2001		5			Essays on Gay Tantra by William Schindler (2001)	Paperback	8.5 inches	1.23017942196 pounds	8.5 inches	0.97 inches	5.5 inches	8.5 x 5.5 x 0.97 inches									Your library	English	English		[073886028X]	073886028X, 9780738860282		306.766	Culture and Institutions > Homosexuality > Relations between the sexes, sexualities, love > Sexual orientation, gender identity > Social Sciences > Social sciences		1	amazon.com books	[2021-07-30]			2261804				
203704242	Secrets Of Gay Tantra: A Gay-Centered Path To Enlightenment	1	Schindler, William	Author			lulu.com (2012), Edition: First Edition, 310 pages	2012		5			Secrets Of Gay Tantra: A Gay-Centered Path To Enlightenment by William Schindler (2012)	Paperback	9 inches	1.00971715996 pounds	9 inches	0.78 inches	6 inches	9 x 6 x 0.78 inches									Your library	English	English		[125790356X]	125790356X, 9781257903566					1	amazon.com books	[2021-07-30]			12208495				
203704244	The Original Biography of Sri Ramakrishna	5	Datta, Ram Chandra	Author			lulu.com (2019), 246 pages	2019		5			The Original Biography of Sri Ramakrishna by Ram Chandra Datta (2019)	Paperback	9 inches	0.81 pounds	9 inches	0.62 inches	6 inches	9 x 6 x 0.62 inches									Your library	English	English		[0359673031]	0359673031, 9780359673032					1	amazon.com books	[2021-07-30]			26862774				
203704248	Tao Te Ching: A New English Version (Perennial Classics)	1	Tzu, Lao	Author			Harper Perennial Modern Classics (2006), Edition: Reprint, 144 pages	2006					Tao Te Ching: A New English Version (Perennial Classics) by Lao Tzu (2006)	Paperback	8 inches	0.25 pounds	8 inches	0.32 inches	5.31 inches	8 x 5.31 x 0.32 inches	144 								Your library	English	English	BL1900.L3 E5	[9780061142666]	9780061142666, 0061142662	Chinese language materials > Bilingual|Lao-tzu. Tao te ching|Laozi. Dao de jing|Peace|Philosophy, Chinese|Philosophy, Taoist|Tao|Taoism|Taoism > Sacred books|taoism	299.51482	By Region/Civilization > Of Asian Origin > Other Religions > Religions > Religions of Chinese Origin > Scriptures > Taoism		1	amazon.com books	[2021-07-30]			24392				
203704249	The Little Book of Eastern Wisdom: Sufi, Tao, Zen	5	Hemenway, Priya	Author			Barnes & Noble (2003), 152 pages	2003					The Little Book of Eastern Wisdom: Sufi, Tao, Zen by Priya Hemenway (2003)	Hardcover		0.75 pounds	6.2 inches	0.8 inches	6.1 inches	6.2 x 6.1 x 0.8 inches	152 								Your library	English	English		[0760745048]	0760745048, 9780760745045		181	Ancient, medieval and eastern philosophy > Asian > Philosophy and Psychology		1	amazon.com books	[2021-07-30]			46223				
203704252	The Secret of the Golden Flower	5	Cleary, Thomas	Author			HarperOne (1993), Edition: Reprint, 160 pages	1993					The Secret of the Golden Flower by Thomas Cleary (1993)	Paperback	8.25 inches	0.34392112872 pounds	8.25 inches	0.36 inches	5.25 inches	8.25 x 5.25 x 0.36 inches									Your library	English	English	BL1900.T25 B3	[]		China > Religion|Spiritual life > Buddhism|Spiritual life > Taoism|Taoism|taoism	299.51	By Region/Civilization > Of Asian Origin > Other Religions > Religions > Religions of Chinese Origin		1	amazon.com books	[2021-07-30]			204188				
203704254	The Secret of the Golden Flower: A Chinese Book of Life	5	Wilhelm, Richard	Translator			Harcourt Brace Jovanovich (1970), Edition: New, Revised and Augmented edition, 176 pages	1962					The Secret of the Golden Flower: A Chinese Book of Life by Richard Wilhelm (1962)	Paperback	8.08 x 0.41 inches	0.38 pounds	0.41 inches	5.32 inches	8.08 inches	0.41 x 8.08 x 5.32 inches	149 								Your library	English	English	BL1900.T25 B3	[0156799804]	0156799804, 9780156799805	China > Religion|Spiritual life > Buddhism|Spiritual life > Taoism|Taoism|taoism	299.51	By Region/Civilization > Of Asian Origin > Other Religions > Religions > Religions of Chinese Origin		1	amazon.com books	[2021-07-30]			204188				
203704270	How to Start and Run a Writing and Editing Business (Wiley Small Business Editions)	1	Holtz, Herman	Author			Wiley (1992), Edition: 1, 272 pages	1992					How to Start and Run a Writing and Editing Business (Wiley Small Business Editions) by Herman Holtz (1992)	Paperback															Your library	English	English	PN153 .H64	[0471548316]	0471548316, 9780471548317	Authorship > Marketing|Editing|Home-based businesses	808.02	Authorship techniques, plagiarism, editorial techniques > By Topic > Literature > Rhetoric and anthologies > Rhetoric and anthologies		1	amazon.com books	[2021-07-30]			1034529				
203704272	Writing for Self-Discovery: A Personal Approach to Creative Writing	1	Schneider, Myra	Author			Barnes & Noble Books (1998), Edition: First Edition, 229 pages	1998					Writing for Self-Discovery: A Personal Approach to Creative Writing by Myra Schneider (1998)	Hardcover		0.9 pounds	8.5 inches	1 inch	5.4 inches	8.5 x 5.4 x 1 inches	229 								Your library	English	English	BF637.S4 S35	[0760709963]	0760709963, 9780760709962	Creative writing > Psychological aspects|Self-actualization (Psychology) > Problems, exercises, etc	808.02019	Authorship techniques, plagiarism, editorial techniques > By Topic > Careers in writing > Literature > Rhetoric and anthologies > Rhetoric and anthologies		1	amazon.com books	[2021-07-30]			192513				
203704273	No Plot? No Problem!: A Low-Stress, High-Velocity Guide to Writing a Novel in 30 Days	1	Baty, Chris	Author			Chronicle Books (2004), Edition: First Printing, 176 pages	2004		4			No Plot? No Problem!: A Low-Stress, High-Velocity Guide to Writing a Novel in 30 Days by Chris Baty (2004)	Paperback	7.5 inches	0.42769678828 pounds	7.5 inches	0.5 inches	5.5 inches	7.5 x 5.5 x 0.5 inches	176 								Your library	English	English	PN3365 .B335	[0811845052]	0811845052, 9780811845052	Fiction > Authorship|Fiction > authorship	808.3	By Topic > Literature > Rhetoric and anthologies > Rhetoric of fiction		1	amazon.com books	[2021-07-30]			4444				
203704275	Fluent in 3 Months: How Anyone at Any Age Can Learn to Speak Any Language from Anywhere in the World	1	Lewis, Benny	Author			HarperOne (2014), Edition: F 1st Paperback edition, 256 pages	2014		3			Fluent in 3 Months: How Anyone at Any Age Can Learn to Speak Any Language from Anywhere in the World by Benny Lewis (2014)	Paperback	8 inches	0.45 pounds	8 inches	0.58 inches	5.31 inches	8 x 5.31 x 0.58 inches									Your library	English	English	P53 .L49	[0062282697]	0062282697, 9780062282699		418.0071	Language > Language Learning > Linguistics > Standard usage (Prescriptive linguistics)		1	amazon.com books	[2021-07-30]			14836356				
203704277	Setting: How to Create and Sustain a Sharp Sense of Time and Place in Your Fiction (Elements of Fiction Writing)	1	Bickham, Jack	Author			Writers Digest Books (1994), Edition: 1st, 172 pages	1994		4			Setting: How to Create and Sustain a Sharp Sense of Time and Place in Your Fiction (Elements of Fiction Writing) by Jack Bickham (1994)	Hardcover	9.25 inches	0.89948602896 pounds	9.25 inches	0.75 inches	6.25 inches	9.25 x 6.25 x 0.75 inches									Your library	English	English	PN3383.S42 B53	[0898796350]	0898796350, 9780898796353	Creative writing|Fiction > Technique|Setting (Literature)	808.3	By Topic > Literature > Rhetoric and anthologies > Rhetoric of fiction		1	amazon.com books	[2021-07-30]			290398				
203704279	Scene and Structure (Elements of Fiction Writing)	1	Bickham, Jack M.	Author			Writer's Digest Books (1993), 176 pages	1993		5			Scene and Structure (Elements of Fiction Writing) by Jack M. Bickham (1993)	Hardcover	9.25 inches	0.8928721611 pounds	9.25 inches	0.5 inches	6.25 inches	9.25 x 6.25 x 0.5 inches	176 								Your library	English	English	PN3365 .B49	[0898795516]	0898795516, 9780898795516	Creative writing|Fiction > Technique	808.3	By Topic > Literature > Rhetoric and anthologies > Rhetoric of fiction		1	amazon.com books	[2021-07-30]			7770				
203704280	The Hidden Messages in Water	5	Emoto, Masaru	Author			Atria Books (2005), Edition: Illustrated, 159 pages	2005		3			The Hidden Messages in Water by Masaru Emoto (2005)	Paperback	7.5 inches	0.58 pounds	7.5 inches	0.5 inches	5 inches	7.5 x 5 x 0.5 inches	200 								Your library	English	English	RA591 .E4613	[9780743289801]	9780743289801, 0743289803	Anthroposophy|Water > Philosophy|Water quality|water quality	133	Parapsychology And Occultism > Philosophy and Psychology > Specific Topics		1	amazon.com books	[2021-07-30]			11392				
203704283	Healing Your Rift with God: A Guide to Spiritual Renewal and Ultimate Healing	1	Sibcy, Paul	Author			Atria Books/Beyond Words (2007), Edition: Original ed., 200 pages	2007					Healing Your Rift with God: A Guide to Spiritual Renewal and Ultimate Healing by Paul Sibcy (2007)	Paperback	9 inches	0.67020527648 pounds	9 inches	0.5 inches	6 inches	9 x 6 x 0.5 inches									Your library	English	English	BL624 .S53314	[1582700044]	1582700044, 9781582700045		291.4	Comparative Religion; Mythology (No Longer Used) > Other Religions > Religions > Religious experience, life, practice		1	amazon.com books	[2021-07-30]			3087867				
203704284	Changing the World: One Relationship at a Time : Focused Listening for Mutual Support & Empowerment (Personal Power)	1	Karas, Sheryl	Author			Crossing Pr (1998), Edition: 893rd, 112 pages	1998		4			Changing the World: One Relationship at a Time : Focused Listening for Mutual Support & Empowerment (Personal Power) by Sheryl Karas (1998)	Paperback		0.3 pounds	7.6 inches	0.4 inches	5.9 inches	7.6 x 5.9 x 0.4 inches	112 								Your library	English	English		[0895949458]	0895949458, 9780895949455		158	Applied Psychology > Philosophy and Psychology > Psychology		1	amazon.com books	[2021-07-30]			4863077				
203704285	The Adventure of Self-Discovery: Dimensions of Consciousness and New Perspectives in Psychotherapy and Inner Exploration (SUNY Series in Transpersonal and Humanistic Psychology)	5	Grof, Stanislav	Author			State Univ of New York Pr (1988), 342 pages	1988					The Adventure of Self-Discovery: Dimensions of Consciousness and New Perspectives in Psychotherapy and Inner Exploration (SUNY Series in Transpersonal and Humanistic Psychology) by Stanislav Grof (1988)	Paperback	8.5 inches	0.91932763254 pounds	8.5 inches	0.78 inches	5.5 inches	8.5 x 5.5 x 0.78 inches	321 								Your library	English	English	RC480 .G76	[0887065414]	0887065414, 9780887065415	Consciousness|Consciousness > Research|Hallucinogenic drugs|Psychotherapy|Self Concept|Self concept|psychotherapy	616.8914	Diseases > Diseases of nervous system and mental disorders > Medicine and health > Mental disorders > Psychotherapy > Technology and Application of Knowledge > Therapy		1	amazon.com books	[2021-07-30]			278036				
203704287	Global Brain: The Evolution of Mass Mind from the Big Bang to the 21st Century	1	Bloom, Howard	Author			Wiley (2001), Edition: 1, 320 pages	2001					Global Brain: The Evolution of Mass Mind from the Big Bang to the 21st Century by Howard Bloom (2001)	Paperback	8.86 inches	1.08908357428 pounds	8.86 inches	1.05 inches	6.58 inches	8.86 x 6.58 x 1.05 inches	320 								Your library	English	English	QP376 .B627	[0471419192]	0471419192, 9780471419198	Brain > Evolution|Human evolution	576	Genetics and evolution > Life Sciences, Biology > Natural sciences and mathematics		1	amazon.com books	[2021-07-30]			176608				
203704291	The Holotropic Mind: The Three Levels of Human Consciousness and How They Shape Our Lives	5	Grof, Stanislav	Author			HarperOne (1993), Edition: Reprint, 256 pages	1993		5			The Holotropic Mind: The Three Levels of Human Consciousness and How They Shape Our Lives by Stanislav Grof (1993)	Paperback	9.25 inches	0.73413933246 pounds	9.25 inches	0.64 inches	6.12 inches	9.25 x 6.12 x 0.64 inches	256 								Your library	English	English	BF315 .G76	[9780062506597]	9780062506597, 0062506595		150.198	Other systems > Philosophy and Psychology > Psychology > Psychology > Systems, schools, viewpoints > Theory And Instruction		1	amazon.com books	[2021-07-30]			186253				
203704292	Cities of Light: A New Vision of the Future	1	Walters, Donald J.	Author			Crystal Clarity Publishers (2005), Edition: 2, 134 pages	2005					Cities of Light: A New Vision of the Future by Donald J. Walters (2005)	Paperback		0.5 pounds	8 inches	0.6 inches	5.7 inches	8 x 5.7 x 0.6 inches	134 								Your library	English	English	BP605.S38 A528	[1565891724]	1565891724, 9781565891722		299.93	By Region/Civilization > Other > Other Religions > Religions > Syncretic religions and religions of modern origin		1	amazon.com books	[2021-07-30]			9768689				
203704293	Dear God! What's Happening to Us?: Halting Eons of Manipulation: Halting Aeons of Manipulation	1	Grabhorn, Lynn	Author			Hampton Roads Publishing Co (2003), 192 pages	2003		4			Dear God! What's Happening to Us?: Halting Eons of Manipulation: Halting Aeons of Manipulation by Lynn Grabhorn (2003)	Paperback	8.44 inches	0.56 pounds	8.44 inches	0.59 inches	5.6 inches	8.44 x 5.6 x 0.59 inches	200 								Your library	English	English	BF1999.G677	[1571743847]	1571743847, 9781571743848		158.1	Applied Psychology > Personal improvement and analysis > Philosophy and Psychology > Psychology		1	amazon.com books	[2021-07-30]			1432009				
